,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5375,0.425,0.6,0.5,0.5455,-0.1581,0.4444
0_1,0.325,0.3625,0.6,0.4615,0.5217,-0.3051,0.3889
0_2,0.725,0.525,0.8,0.5714,0.6667,0.0598,0.5556
0_3,0.7662,0.6948,0.8182,0.75,0.7826,0.4029,0.7222
0_4,0.8052,0.7403,0.9091,0.7692,0.8333,0.523,0.7778
0_5,0.7,0.6857,0.8,0.7273,0.7619,0.3825,0.7059
0_6,0.3571,0.4214,0.7,0.5385,0.6087,-0.1823,0.4706
0_7,0.5857,0.4429,0.6,0.5455,0.5714,-0.1177,0.4706
0_8,0.6429,0.6357,0.7,0.7,0.7,0.2714,0.6471
0_9,0.6,0.4929,0.7,0.5833,0.6364,-0.0154,0.5294
0_Mean,0.6045,0.5426,0.7227,0.6147,0.6628,0.0861,0.5712
0_SD,0.1618,0.1354,0.1067,0.1117,0.1056,0.2888,0.1337
Mean,0.6045,0.5426,0.7227,0.6147,0.6628,0.0861,0.5712
SD,0.1618,0.1354,0.1067,0.1117,0.1056,0.2888,0.1337
