,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8457,0.0741,0.6091,0.25,0.08,,0.1212,0.1249,0.9604,2,701,23,6
0_1,0.3717,0.0092,0.4938,0.0,0.0,,,-0.0117,0.9768,0,715,9,8
0_2,0.8313,0.218,0.6758,0.375,0.15,,0.2143,0.2242,0.9699,3,707,17,5
0_3,0.5389,0.0403,0.6146,0.25,0.1176,,0.16,0.1583,0.9713,2,709,15,6
0_4,0.7343,0.1207,0.673,0.375,0.125,,0.1875,0.202,0.9645,3,703,21,5
0_5,0.7215,0.0534,0.607,0.25,0.0714,,0.1111,0.116,0.9563,2,698,26,6
0_6,0.7021,0.0286,0.5445,0.125,0.037,,0.0571,0.0491,0.9549,1,698,26,7
0_7,0.6613,0.2192,0.7598,0.5556,0.1613,,0.25,0.2843,0.959,5,697,26,4
0_8,0.5442,0.1899,0.6014,0.2222,0.125,,0.16,0.1529,0.9713,2,709,14,7
0_9,0.5958,0.0896,0.6549,0.3333,0.15,,0.2069,0.2094,0.9686,3,706,17,6
0_Mean,0.6547,0.1043,0.6234,0.2736,0.1017,,0.1631,0.1509,0.9653,2.3,704.3,19.4,6.0
0_SD,0.1453,0.0791,0.0737,0.1509,0.0532,,0.0596,0.0869,0.0074,1.3374935098492586,5.907622195096772,5.910442735813733,1.1547005383792515
Mean,0.6547,0.1043,0.6234,0.2736,0.1017,,0.1631,0.1509,0.9653,2.3,704.3,19.4,6.0
SD,0.1453,0.0791,0.0737,0.1509,0.0532,,0.0596,0.0869,0.0074,1.3375,5.9076,5.9104,1.1547
