,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7955,0.1391,0.6894,0.4,0.1905,,0.2581,0.2632,0.9717,4,785,17,6
0_1,0.8283,0.0714,0.6857,0.4,0.1481,,0.2162,0.2284,0.9643,4,779,23,6
0_2,0.8746,0.2384,0.6825,0.4,0.125,,0.1905,0.2069,0.9581,4,774,28,6
0_3,0.7873,0.067,0.5819,0.2,0.0645,,0.0976,0.0943,0.9544,2,773,29,8
0_4,0.8829,0.2986,0.6693,0.3636,0.1667,,0.2286,0.2312,0.9667,4,781,20,7
0_5,0.8459,0.2499,0.7123,0.4545,0.1724,,0.25,0.2645,0.9631,5,777,24,6
0_6,0.7326,0.2576,0.706,0.4545,0.1282,,0.2,0.2228,0.9507,5,767,34,6
0_7,0.8116,0.0665,0.6637,0.3636,0.1212,,0.1818,0.1917,0.9557,4,772,29,7
0_8,0.8434,0.2641,0.7565,0.5455,0.1875,,0.2791,0.3048,0.9618,6,775,26,5
0_9,0.7419,0.1195,0.6406,0.3,0.1667,,0.2143,0.2107,0.9729,3,786,15,7
0_Mean,0.8144,0.1772,0.6788,0.3882,0.1471,,0.2116,0.2218,0.9619,4.1,776.9,24.5,6.4
0_SD,0.051,0.0932,0.0462,0.0933,0.0384,,0.0505,0.0558,0.0073,1.1005049346146119,5.952590472502987,5.9113826169894,0.8432740427115678
Mean,0.8144,0.1772,0.6788,0.3882,0.1471,,0.2116,0.2218,0.9619,4.1,776.9,24.5,6.4
SD,0.051,0.0932,0.0462,0.0933,0.0384,,0.0505,0.0558,0.0073,1.1005,5.9526,5.9114,0.8433
