,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6875,0.7291,0.5208,0.875,0.5833,,0.7,0.0589,0.5714,7,1,5,1
0_1,0.7917,0.8854,0.8125,0.625,1.0,,0.7692,0.6455,0.7857,5,6,0,3
0_2,0.7083,0.7353,0.6458,0.625,0.7143,,0.6667,0.2887,0.6429,5,4,2,3
0_3,0.8542,0.8974,0.7292,0.625,0.8333,,0.7143,0.4583,0.7143,5,5,1,3
0_4,0.75,0.808,0.7708,0.875,0.7778,,0.8235,0.5594,0.7857,7,4,2,1
0_5,0.5625,0.651,0.5417,0.75,0.6,,0.6667,0.0913,0.5714,6,2,4,2
0_6,0.6875,0.7911,0.6458,0.625,0.7143,,0.6667,0.2887,0.6429,5,4,2,3
0_7,0.6875,0.7215,0.7083,0.75,0.75,,0.75,0.4167,0.7143,6,4,2,2
0_8,0.3556,0.5576,0.3778,0.5556,0.5556,,0.5556,-0.2444,0.4286,5,1,4,4
0_9,0.8,0.8847,0.6375,0.875,0.7,,0.7778,0.3175,0.6923,7,2,3,1
0_Mean,0.6885,0.7661,0.639,0.7181,0.7229,,0.709,0.2881,0.6549,5.8,3.3,2.5,2.3
0_SD,0.142,0.11,0.13,0.1234,0.1317,,0.0761,0.263,0.1096,0.9189365834726815,1.7029386365926402,1.509230856356236,1.0593499054713802
Mean,0.6885,0.7661,0.639,0.7181,0.7229,,0.7091,0.2881,0.655,5.8,3.3,2.5,2.3
SD,0.142,0.11,0.13,0.1234,0.1316,,0.0761,0.263,0.1096,0.9189,1.7029,1.5092,1.0593
