,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6087,0.143,0.6476,0.3529,0.1154,,0.1739,0.1726,0.9299,6,750,46,11
0_1,0.6834,0.0421,0.5667,0.1875,0.0652,,0.0968,0.0802,0.931,3,753,43,13
0_2,0.6663,0.0592,0.5623,0.1875,0.0566,,0.087,0.0702,0.9224,3,746,50,13
0_3,0.5362,0.047,0.5892,0.25,0.0656,,0.1039,0.0941,0.915,4,739,57,12
0_4,0.592,0.0802,0.5974,0.25,0.0833,,0.125,0.1148,0.931,4,752,44,12
0_5,0.4531,0.0226,0.5386,0.125,0.05,,0.0714,0.0496,0.936,2,758,38,14
0_6,0.5434,0.0522,0.5837,0.2353,0.069,,0.1067,0.093,0.9175,4,741,54,13
0_7,0.5501,0.0379,0.5286,0.1176,0.04,,0.0597,0.0341,0.9224,2,747,48,15
0_8,0.6371,0.0788,0.6125,0.2941,0.0833,,0.1299,0.1231,0.9175,5,740,55,12
0_9,0.7054,0.1204,0.6757,0.4118,0.1273,,0.1944,0.2002,0.9286,7,747,48,10
0_Mean,0.5976,0.0683,0.5902,0.2412,0.0756,,0.1149,0.1032,0.9251,4.0,747.3,48.3,12.5
0_SD,0.0784,0.0381,0.0459,0.0938,0.0277,,0.0426,0.0519,0.0071,1.632993161855452,6.1472667819844045,5.907622195096772,1.4337208778404378
Mean,0.5976,0.0683,0.5902,0.2412,0.0756,,0.1149,0.1032,0.9251,4.0,747.3,48.3,12.5
SD,0.0784,0.0381,0.0459,0.0938,0.0277,,0.0426,0.0519,0.0071,1.633,6.1473,5.9076,1.4337
