,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.739,0.1153,0.6655,0.4375,0.1443,,0.2171,0.1986,0.8756,14,697,83,18
0_1,0.8217,0.1845,0.7223,0.5625,0.1636,,0.2535,0.2527,0.8695,18,688,92,14
0_2,0.7102,0.1192,0.6579,0.4375,0.1284,,0.1986,0.1802,0.8608,14,685,95,18
0_3,0.8042,0.1871,0.7051,0.5,0.186,,0.2712,0.2594,0.8941,16,710,70,16
0_4,0.7957,0.1982,0.7274,0.5625,0.1765,,0.2687,0.267,0.8793,18,696,84,14
0_5,0.7816,0.1514,0.7282,0.5758,0.1696,,0.2621,0.2613,0.8682,19,686,93,14
0_6,0.7608,0.1229,0.6608,0.4242,0.1489,,0.2205,0.1984,0.8781,14,699,80,19
0_7,0.7401,0.1487,0.7107,0.5152,0.1889,,0.2764,0.2651,0.8904,17,706,73,16
0_8,0.8319,0.1952,0.7478,0.6061,0.1887,,0.2878,0.2905,0.8781,20,693,86,13
0_9,0.8014,0.1842,0.7592,0.625,0.1942,,0.2963,0.3031,0.8829,20,696,83,12
0_Mean,0.7786,0.1607,0.7085,0.5246,0.1689,,0.2552,0.2476,0.8777,17.0,695.6,83.9,15.4
0_SD,0.0398,0.0331,0.0361,0.0731,0.0222,,0.0326,0.0413,0.01,2.4037008503093262,8.154071920757682,8.198238293140248,2.3664319132398464
Mean,0.7787,0.1607,0.7085,0.5246,0.1689,,0.2552,0.2476,0.8777,17.0,695.6,83.9,15.4
SD,0.0398,0.0331,0.0361,0.0732,0.0223,,0.0326,0.0413,0.01,2.4037,8.1541,8.1982,2.3664
