,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7189,0.158,0.6736,0.3889,0.175,,0.2414,0.2363,0.9457,7,760,33,11
0_1,0.7812,0.4214,0.7699,0.5789,0.2619,,0.3607,0.3685,0.9519,11,761,31,8
0_2,0.8519,0.4924,0.8251,0.6842,0.325,,0.4407,0.4541,0.9593,13,765,27,6
0_3,0.804,0.3959,0.743,0.5263,0.2381,,0.3279,0.3317,0.9494,10,760,32,9
0_4,0.7989,0.481,0.7724,0.5789,0.2895,,0.386,0.39,0.9568,11,765,27,8
0_5,0.8453,0.2492,0.7247,0.5,0.1837,,0.2687,0.2779,0.9395,9,752,40,9
0_6,0.8744,0.4422,0.7563,0.5556,0.2273,,0.3226,0.3334,0.9481,10,758,34,8
0_7,0.7768,0.4592,0.7323,0.5,0.2432,,0.3273,0.328,0.9543,9,764,28,9
0_8,0.7789,0.3679,0.7008,0.4444,0.1905,,0.2667,0.2669,0.9457,8,758,34,10
0_9,0.7487,0.2373,0.7292,0.5,0.2143,,0.3,0.3047,0.9481,9,759,33,9
0_Mean,0.7979,0.3705,0.7427,0.5257,0.2348,,0.3242,0.3291,0.9499,9.7,760.2,31.9,8.7
0_SD,0.0481,0.1159,0.0418,0.081,0.0478,,0.0602,0.0638,0.0059,1.70293863659264,3.9384147967311813,3.956710193526379,1.3374935098492586
Mean,0.7979,0.3704,0.7427,0.5257,0.2348,,0.3242,0.3292,0.9499,9.7,760.2,31.9,8.7
SD,0.0481,0.1159,0.0418,0.081,0.0478,,0.0602,0.0638,0.0059,1.7029,3.9384,3.9567,1.3375
