,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.9121,0.0149,0.4946,0.0,0.0,,,-0.0055,0.9864,0,726,8,2
0_1,0.9544,0.0271,0.4959,0.0,0.0,,,-0.0047,0.9891,0,728,6,2
0_2,0.9857,0.1596,0.7473,0.5,0.2,,0.2857,0.3134,0.9932,1,730,4,1
0_3,0.998,0.3333,0.9973,1.0,0.3333,,0.5,0.5758,0.9946,2,730,4,0
0_4,0.8781,0.0156,0.4946,0.0,0.0,,,-0.0055,0.9864,0,726,8,2
0_5,0.8161,0.0087,0.4932,0.0,0.0,,,-0.0061,0.9837,0,724,10,2
0_6,0.9537,0.0143,0.498,0.0,0.0,,,-0.0024,0.9946,0,731,3,1
0_7,0.9768,0.0278,0.4973,0.0,0.0,,,-0.0027,0.9932,0,730,4,1
0_8,0.9986,0.25,0.9946,1.0,0.1111,,0.2,0.3315,0.9891,1,726,8,0
0_9,0.6255,0.043,0.7425,0.5,0.0833,,0.1429,0.1994,0.9837,1,722,11,1
0_Mean,0.9099,0.0894,0.6455,0.3,0.0728,,0.2821,0.1393,0.9894,0.5,727.3,6.6,1.2
0_SD,0.1157,0.117,0.2109,0.4216,0.1142,,0.1567,0.2069,0.0043,0.7071067811865476,2.9832867780352594,2.796823595120404,0.7888106377466155
Mean,0.9099,0.0894,0.6455,0.3,0.0728,,0.2822,0.1393,0.9894,0.5,727.3,6.6,1.2
SD,0.1157,0.117,0.2109,0.4216,0.1142,,0.1566,0.2069,0.0043,0.7071,2.9833,2.7968,0.7888
