,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7132,0.0802,0.6926,0.4,0.1429,,0.2105,0.2314,0.9815,2,794,12,3
0_1,0.705,0.1479,0.6913,0.4,0.125,,0.1905,0.2154,0.979,2,792,14,3
0_2,0.84,0.2608,0.6919,0.4,0.1333,,0.2,0.223,0.9803,2,793,13,3
0_3,0.5335,0.055,0.5919,0.2,0.0714,,0.1053,0.1105,0.979,1,793,13,4
0_4,0.7514,0.0484,0.6882,0.4,0.0952,,0.1538,0.1855,0.9729,2,787,19,3
0_5,0.7277,0.0521,0.5938,0.2,0.0909,,0.125,0.1269,0.9827,1,796,10,4
0_6,0.533,0.088,0.6938,0.4,0.1667,,0.2353,0.2513,0.984,2,796,10,3
0_7,0.4786,0.2533,0.6188,0.25,0.0909,,0.1333,0.1439,0.984,1,796,10,3
0_8,0.714,0.2196,0.5901,0.2,0.0588,,0.0909,0.0984,0.9753,1,789,16,4
0_9,0.5275,0.058,0.6925,0.4,0.1429,,0.2105,0.2314,0.9815,2,793,12,3
0_Mean,0.6524,0.1263,0.6545,0.325,0.1118,,0.1655,0.1818,0.98,1.6,792.9,12.9,3.3
0_SD,0.1225,0.0871,0.0487,0.0979,0.0352,,0.0503,0.0568,0.0036,0.5163977794943223,2.998147576235848,2.8848262031225076,0.48304589153964794
Mean,0.6524,0.1263,0.6545,0.325,0.1118,,0.1655,0.1818,0.98,1.6,792.9,12.9,3.3
SD,0.1225,0.0871,0.0487,0.0979,0.0352,,0.0503,0.0568,0.0036,0.5164,2.9981,2.8848,0.483
