,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7973,0.6677,0.3529,0.3,0.3243,0.3098,0.9692
0_1,0.7007,0.6639,0.3529,0.2308,0.2791,0.2666,0.9619
0_2,0.7976,0.7259,0.4706,0.3478,0.4,0.3898,0.9705
0_3,0.779,0.754,0.5294,0.3462,0.4186,0.4132,0.9692
0_4,0.8218,0.724,0.4706,0.3077,0.3721,0.3643,0.9668
0_5,0.8865,0.7521,0.5294,0.3103,0.3913,0.389,0.9656
0_6,0.8699,0.811,0.6471,0.3548,0.4583,0.4647,0.968
0_7,0.819,0.7521,0.5294,0.3103,0.3913,0.389,0.9656
0_8,0.7537,0.7068,0.4375,0.2692,0.3333,0.3265,0.9655
0_9,0.5866,0.637,0.2941,0.2381,0.2632,0.2471,0.9655
0_Mean,0.7812,0.7195,0.4614,0.3015,0.3632,0.356,0.9668
0_SD,0.0867,0.0522,0.1057,0.0438,0.062,0.0678,0.0025
Mean,0.7812,0.7194,0.4614,0.3015,0.3631,0.356,0.9668
SD,0.0867,0.0522,0.1057,0.0438,0.062,0.0678,0.0025
