,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7438,0.6875,1.0,0.6667,0.8,0.5,0.7222
0_1,0.2625,0.425,0.6,0.5,0.5455,-0.1581,0.4444
0_2,0.6625,0.525,0.8,0.5714,0.6667,0.0598,0.5556
0_3,0.6234,0.5325,0.6364,0.6364,0.6364,0.0649,0.5556
0_4,0.9221,0.8831,0.9091,0.9091,0.9091,0.7662,0.8889
0_5,0.7571,0.6643,0.9,0.6923,0.7826,0.3812,0.7059
0_6,0.4714,0.4714,0.8,0.5714,0.6667,-0.0738,0.5294
0_7,0.6143,0.4714,0.8,0.5714,0.6667,-0.0738,0.5294
0_8,0.6214,0.6643,0.9,0.6923,0.7826,0.3812,0.7059
0_9,0.7143,0.6143,0.8,0.6667,0.7273,0.2469,0.6471
0_Mean,0.6393,0.5939,0.8145,0.6478,0.7183,0.2095,0.6284
0_SD,0.1771,0.1373,0.1232,0.1118,0.1033,0.297,0.1304
Mean,0.6393,0.5939,0.8146,0.6478,0.7184,0.2094,0.6284
SD,0.1771,0.1373,0.1232,0.1118,0.1033,0.297,0.1304
