,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4277,0.4982,0.0,0.0,,-0.0037,0.9926
0_1,0.9655,0.4994,0.0,0.0,,-0.0021,0.9951
0_2,0.65,0.5,0.0,,,0.0,0.9963
0_3,0.6421,0.4982,0.0,0.0,,-0.003,0.9938
0_4,0.9735,0.7494,0.5,0.5,0.5,0.4988,0.9975
0_5,0.7305,0.6654,0.3333,0.3333,0.3333,0.3309,0.9951
0_6,0.8412,0.8321,0.6667,0.5,0.5714,0.5756,0.9963
0_7,0.6891,0.666,0.3333,0.5,0.4,0.4065,0.9963
0_8,0.972,0.6667,0.3333,1.0,0.5,0.5766,0.9975
0_9,0.9794,0.6648,0.3333,0.25,0.2857,0.2856,0.9938
0_Mean,0.7871,0.624,0.25,0.3426,0.4317,0.2665,0.9955
0_SD,0.1893,0.1195,0.239,0.3293,0.1103,0.2491,0.0016
Mean,0.7871,0.624,0.25,0.3426,0.4317,0.2665,0.9954
SD,0.1893,0.1195,0.239,0.3293,0.1103,0.2491,0.0016
