,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7103,0.5518,0.1429,0.0882,0.1091,0.0821,0.9395
0_1,0.5425,0.5387,0.0952,0.125,0.1081,0.0885,0.9593
0_2,0.6157,0.582,0.1818,0.2222,0.2,0.1809,0.9605
0_3,0.6898,0.5556,0.1429,0.1071,0.1224,0.0967,0.9468
0_4,0.5314,0.5387,0.0952,0.125,0.1081,0.0885,0.9592
0_5,0.5036,0.5156,0.0476,0.0714,0.0571,0.0379,0.9592
0_6,0.6305,0.5375,0.0952,0.1111,0.1026,0.0808,0.9567
0_7,0.6636,0.6759,0.381,0.2581,0.3077,0.2914,0.9555
0_8,0.622,0.5362,0.0952,0.1,0.0976,0.0741,0.9543
0_9,0.6535,0.6603,0.3333,0.4118,0.3684,0.3555,0.9703
0_Mean,0.6163,0.5692,0.161,0.162,0.1581,0.1376,0.9561
0_SD,0.0695,0.0549,0.1102,0.106,0.1022,0.1053,0.0083
Mean,0.6163,0.5692,0.161,0.162,0.1581,0.1376,0.9561
SD,0.0695,0.0549,0.1102,0.106,0.1022,0.1053,0.0083
