,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6426,0.5975,0.5143,0.1457,0.2271,0.1214,0.6648
0_1,0.6236,0.6044,0.4857,0.1567,0.2369,0.1345,0.7004
0_2,0.665,0.5961,0.4857,0.1491,0.2282,0.1221,0.6854
0_3,0.6505,0.6236,0.5362,0.1623,0.2492,0.1561,0.6945
0_4,0.7007,0.6549,0.5942,0.179,0.2752,0.1953,0.7041
0_5,0.6519,0.5926,0.4429,0.1542,0.2288,0.1221,0.7137
0_6,0.6806,0.6436,0.5857,0.1723,0.2662,0.1804,0.6904
0_7,0.6444,0.6153,0.4714,0.1719,0.2519,0.1542,0.7315
0_8,0.6367,0.6184,0.5429,0.1583,0.2452,0.1484,0.6795
0_9,0.61,0.5965,0.5143,0.1452,0.2264,0.12,0.663
0_Mean,0.6506,0.6143,0.5173,0.1595,0.2435,0.1455,0.6927
0_SD,0.0264,0.0214,0.0486,0.0118,0.0173,0.0265,0.0212
Mean,0.6506,0.6143,0.5173,0.1595,0.2435,0.1455,0.6927
SD,0.0264,0.0214,0.0486,0.0118,0.0173,0.0265,0.0212
