,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5625,0.5208,0.875,0.5833,0.7,0.0589,0.5714
0_1,0.8333,0.7083,0.75,0.75,0.75,0.4167,0.7143
0_2,0.4375,0.5417,0.75,0.6,0.6667,0.0913,0.5714
0_3,0.8333,0.7917,0.75,0.8571,0.8,0.5774,0.7857
0_4,0.8958,0.8542,0.875,0.875,0.875,0.7083,0.8571
0_5,0.6042,0.5833,1.0,0.6154,0.7619,0.3203,0.6429
0_6,0.5833,0.4583,0.75,0.5455,0.6316,-0.1005,0.5
0_7,0.8542,0.8333,1.0,0.8,0.8889,0.7303,0.8571
0_8,0.2444,0.2778,0.5556,0.5,0.5263,-0.4714,0.3571
0_9,0.85,0.7,1.0,0.7273,0.8421,0.5394,0.7692
0_Mean,0.6699,0.6269,0.8306,0.6854,0.7442,0.2871,0.6626
0_SD,0.2184,0.1838,0.1459,0.1338,0.1151,0.3881,0.1639
Mean,0.6698,0.6269,0.8306,0.6854,0.7442,0.2871,0.6626
SD,0.2184,0.1838,0.1459,0.1338,0.1151,0.3881,0.1639
