,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6047,0.5846,0.2174,0.1163,0.1515,0.1254,0.931
0_1,0.7232,0.6171,0.2609,0.2222,0.24,0.2168,0.9532
0_2,0.5918,0.5126,0.0417,0.0714,0.0526,0.0327,0.9557
0_3,0.6474,0.5214,0.0833,0.0588,0.069,0.0361,0.9335
0_4,0.6386,0.6274,0.2917,0.1944,0.2333,0.2097,0.9433
0_5,0.6785,0.5852,0.2174,0.119,0.1538,0.1277,0.9322
0_6,0.5772,0.5314,0.087,0.0952,0.0909,0.0657,0.9507
0_7,0.692,0.5897,0.2174,0.1429,0.1724,0.1465,0.9408
0_8,0.6009,0.5782,0.2174,0.0943,0.1316,0.1051,0.9186
0_9,0.6565,0.5928,0.2174,0.1667,0.1887,0.1633,0.947
0_Mean,0.6411,0.574,0.1851,0.1281,0.1484,0.1229,0.9406
0_SD,0.0477,0.0393,0.0836,0.0531,0.064,0.0648,0.0117
Mean,0.6411,0.574,0.1852,0.1281,0.1484,0.1229,0.9406
SD,0.0477,0.0393,0.0836,0.0531,0.064,0.0648,0.0117
