,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.783,0.7562,0.5263,0.4762,0.5,0.4881,0.9754
0_1,0.7674,0.7305,0.4737,0.4737,0.4737,0.4611,0.9754
0_2,0.7912,0.7562,0.5263,0.4762,0.5,0.4881,0.9754
0_3,0.7276,0.7217,0.4737,0.2727,0.3462,0.3395,0.9582
0_4,0.8251,0.7128,0.4444,0.3478,0.3902,0.3777,0.9692
0_5,0.8639,0.7967,0.6111,0.44,0.5116,0.5058,0.9741
0_6,0.5601,0.5499,0.1111,0.1818,0.1379,0.1271,0.9692
0_7,0.7264,0.632,0.2778,0.3125,0.2941,0.2796,0.9704
0_8,0.7636,0.7462,0.5,0.6,0.5455,0.5384,0.9815
0_9,0.8311,0.7993,0.6111,0.5238,0.5641,0.5552,0.9791
0_Mean,0.7639,0.7202,0.4556,0.4105,0.4263,0.416,0.9728
0_SD,0.0841,0.0763,0.1533,0.1278,0.1341,0.1351,0.0065
Mean,0.7639,0.7202,0.4556,0.4105,0.4263,0.4161,0.9728
SD,0.0841,0.0762,0.1533,0.1278,0.1341,0.1351,0.0065
