,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.3779,0.4904,0.0,0.0,,-0.0146,0.9701
0_1,0.803,0.4959,0.0,0.0,,-0.0095,0.981
0_2,0.3961,0.4911,0.0,0.0,,-0.0141,0.9714
0_3,0.7794,0.6605,0.3333,0.25,0.2857,0.2785,0.9796
0_4,0.6212,0.6056,0.2222,0.2,0.2105,0.2005,0.9796
0_5,0.6916,0.6042,0.2222,0.1667,0.1905,0.1809,0.9769
0_6,0.5449,0.5542,0.125,0.0769,0.0952,0.0854,0.9741
0_7,0.7732,0.4938,0.0,0.0,,-0.0117,0.9768
0_8,0.8948,0.7431,0.5,0.2857,0.3636,0.3691,0.9809
0_9,0.8103,0.6181,0.25,0.1667,0.2,0.1934,0.9782
0_Mean,0.6692,0.5757,0.1653,0.1146,0.2243,0.1258,0.9769
0_SD,0.1793,0.0861,0.1715,0.1127,0.0914,0.139,0.0038
Mean,0.6692,0.5757,0.1653,0.1146,0.2242,0.1258,0.9769
SD,0.1793,0.0861,0.1715,0.1127,0.0914,0.139,0.0039
