,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.876,0.6295,0.2727,0.2143,0.24,0.23,0.9767
0_1,0.7308,0.7456,0.5,0.4167,0.4545,0.449,0.9852
0_2,0.8948,0.6963,0.4,0.4,0.4,0.3925,0.9852
0_3,0.8133,0.64,0.3,0.1579,0.2069,0.2043,0.9717
0_4,0.6685,0.5919,0.2,0.1333,0.16,0.1506,0.9742
0_5,0.7098,0.5419,0.1,0.0714,0.0833,0.071,0.9729
0_6,0.8366,0.5417,0.0909,0.1429,0.1111,0.1043,0.9803
0_7,0.8504,0.5373,0.0909,0.0714,0.08,0.0663,0.9717
0_8,0.8334,0.6743,0.3636,0.25,0.2963,0.29,0.9766
0_9,0.8001,0.5822,0.1818,0.125,0.1481,0.1367,0.9717
0_Mean,0.8014,0.6181,0.25,0.1983,0.218,0.2095,0.9766
0_SD,0.0746,0.0717,0.1419,0.1237,0.1302,0.1322,0.0053
Mean,0.8014,0.6181,0.25,0.1983,0.218,0.2095,0.9766
SD,0.0746,0.0717,0.1419,0.1237,0.1302,0.1322,0.0053
