,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7449,0.6332,0.2727,0.375,0.3158,0.3119,0.984
0_1,0.7416,0.4931,0.0,0.0,,-0.0131,0.9741
0_2,0.7202,0.5931,0.2,0.1538,0.1739,0.1637,0.9766
0_3,0.7115,0.5944,0.2,0.1818,0.1905,0.1801,0.979
0_4,0.7728,0.5444,0.1,0.1,0.1,0.0888,0.9778
0_5,0.699,0.5425,0.1,0.0769,0.087,0.0747,0.9741
0_6,0.7256,0.5859,0.1818,0.2,0.1905,0.1801,0.979
0_7,0.7182,0.5411,0.0909,0.125,0.1053,0.0962,0.979
0_8,0.7859,0.584,0.1818,0.1538,0.1667,0.1548,0.9753
0_9,0.8169,0.6314,0.2727,0.2727,0.2727,0.2627,0.9803
0_Mean,0.7437,0.5743,0.16,0.1639,0.178,0.15,0.9779
0_SD,0.0374,0.0439,0.0864,0.1045,0.0775,0.0942,0.003
Mean,0.7437,0.5743,0.16,0.1639,0.178,0.15,0.9779
SD,0.0374,0.0439,0.0864,0.1045,0.0775,0.0942,0.0031
