,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8449,0.6612,0.3333,0.1111,0.1667,0.1869,0.9864
0_1,0.8322,0.832,0.6667,0.5,0.5714,0.5754,0.9959
0_2,0.8702,0.6216,0.25,0.1667,0.2,0.1988,0.9891
0_3,0.7148,0.4973,0.0,0.0,,-0.0055,0.9891
0_4,0.9868,0.6633,0.3333,0.1667,0.2222,0.2313,0.9905
0_5,0.791,0.4966,0.0,0.0,,-0.0053,0.9891
0_6,0.9891,0.4973,0.0,0.0,,-0.0047,0.9905
0_7,0.9718,0.8333,0.6667,1.0,0.8,0.8159,0.9986
0_8,0.8388,0.4952,0.0,0.0,,-0.0063,0.9864
0_9,0.9608,0.6646,0.3333,0.25,0.2857,0.2853,0.9932
0_Mean,0.88,0.6262,0.2583,0.2194,0.3743,0.2272,0.9909
0_SD,0.0936,0.1319,0.2619,0.316,0.2548,0.2769,0.004
Mean,0.88,0.6262,0.2583,0.2194,0.3743,0.2272,0.9909
SD,0.0936,0.1319,0.2619,0.316,0.2548,0.2769,0.0039
