,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6418,0.4981,0.0,0.0,,-0.0089,0.9753
0_1,0.5637,0.5275,0.0588,0.25,0.0952,0.1126,0.9766
0_2,0.6586,0.5288,0.0588,0.5,0.1053,0.1663,0.979
0_3,0.4876,0.5275,0.0588,0.25,0.0952,0.1126,0.9766
0_4,0.7183,0.5306,0.0625,0.5,0.1111,0.1717,0.9802
0_5,0.6131,0.4981,0.0,0.0,,-0.0087,0.9765
0_6,0.7022,0.4987,0.0,0.0,,-0.0071,0.9778
0_7,0.5348,0.5281,0.0625,0.1667,0.0909,0.0912,0.9753
0_8,0.593,0.5281,0.0625,0.1667,0.0909,0.0912,0.9753
0_9,0.592,0.5282,0.0588,0.3333,0.1,0.1329,0.9778
0_Mean,0.6105,0.5194,0.0423,0.2167,0.0984,0.0854,0.977
0_SD,0.0723,0.0146,0.0292,0.1892,0.0076,0.07,0.0017
Mean,0.6105,0.5194,0.0423,0.2167,0.0984,0.0854,0.977
SD,0.0723,0.0146,0.0292,0.1892,0.0076,0.07,0.0017
