,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7664,0.6181,0.25,0.1667,0.2,0.1934,0.9782
0_1,0.785,0.4938,0.0,0.0,,-0.0117,0.9768
0_2,0.7316,0.6799,0.375,0.2143,0.2727,0.2731,0.9782
0_3,0.8276,0.4924,0.0,0.0,,-0.013,0.9741
0_4,0.6822,0.6167,0.25,0.1429,0.1818,0.1772,0.9754
0_5,0.7033,0.5528,0.125,0.0667,0.087,0.0776,0.9714
0_6,0.7841,0.5577,0.125,0.125,0.125,0.1153,0.9809
0_7,0.6281,0.4952,0.0,0.0,,-0.0103,0.9795
0_8,0.809,0.5466,0.125,0.0417,0.0625,0.0545,0.9591
0_9,0.8465,0.7077,0.4444,0.16,0.2353,0.2521,0.9645
0_Mean,0.7564,0.5761,0.1694,0.0917,0.1663,0.1108,0.9738
0_SD,0.0692,0.0772,0.1574,0.0799,0.0777,0.109,0.007
Mean,0.7564,0.5761,0.1694,0.0917,0.1663,0.1108,0.9738
SD,0.0692,0.0772,0.1574,0.0799,0.0777,0.1089,0.007
