,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7816,0.7717,0.56,0.5185,0.5385,0.5236,0.9704
0_1,0.8551,0.7917,0.6,0.5357,0.566,0.5524,0.9716
0_2,0.7986,0.7724,0.56,0.5385,0.549,0.5345,0.9716
0_3,0.8392,0.7336,0.48,0.5455,0.5106,0.4972,0.9716
0_4,0.7757,0.7111,0.44,0.44,0.44,0.4222,0.9655
0_5,0.7802,0.7685,0.56,0.4375,0.4912,0.4769,0.9642
0_6,0.8475,0.7505,0.52,0.4643,0.4906,0.4742,0.9667
0_7,0.8967,0.7975,0.6154,0.5,0.5517,0.5384,0.9679
0_8,0.8514,0.8155,0.64,0.6957,0.6667,0.6571,0.9802
0_9,0.7196,0.7349,0.48,0.6,0.5333,0.5236,0.9741
0_Mean,0.8146,0.7648,0.5455,0.5276,0.5338,0.52,0.9704
0_SD,0.0522,0.0324,0.0648,0.0779,0.0599,0.0619,0.0047
Mean,0.8146,0.7647,0.5455,0.5276,0.5338,0.52,0.9704
SD,0.0522,0.0324,0.0648,0.0779,0.0599,0.0619,0.0047
