,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.543,0.5557,0.1176,0.2857,0.1667,0.1724,0.9753
0_1,0.6101,0.5531,0.1176,0.1818,0.1429,0.1316,0.9703
0_2,0.5785,0.4949,0.0,0.0,,-0.0146,0.9691
0_3,0.5416,0.4956,0.0,0.0,,-0.0137,0.9703
0_4,0.5979,0.5231,0.0588,0.0909,0.0714,0.0572,0.9679
0_5,0.6352,0.5275,0.0588,0.25,0.0952,0.1125,0.9765
0_6,0.601,0.5263,0.0588,0.1667,0.087,0.0878,0.974
0_7,0.5296,0.5218,0.0588,0.0769,0.0667,0.0498,0.9654
0_8,0.6213,0.5281,0.0588,0.3333,0.1,0.1328,0.9778
0_9,0.4441,0.5275,0.0588,0.25,0.0952,0.1125,0.9765
0_Mean,0.5702,0.5254,0.0588,0.1635,0.1031,0.0828,0.9723
0_SD,0.0571,0.0198,0.0392,0.118,0.0345,0.0626,0.0043
Mean,0.5702,0.5254,0.0588,0.1635,0.1031,0.0828,0.9723
SD,0.0571,0.0198,0.0392,0.118,0.0345,0.0626,0.0043
