,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6875,0.6,0.7,0.6364,0.6667,0.2039,0.6111
0_1,0.4625,0.4375,0.5,0.5,0.5,-0.125,0.4444
0_2,0.6,0.55,0.6,0.6,0.6,0.1,0.5556
0_3,0.6364,0.6948,0.8182,0.75,0.7826,0.4029,0.7222
0_4,0.8961,0.7662,0.8182,0.8182,0.8182,0.5325,0.7778
0_5,0.6857,0.6143,0.8,0.6667,0.7273,0.2469,0.6471
0_6,0.6143,0.5429,0.8,0.6154,0.6957,0.0994,0.5882
0_7,0.4286,0.4643,0.5,0.5556,0.5263,-0.0704,0.4706
0_8,0.7571,0.7071,0.7,0.7778,0.7368,0.4085,0.7059
0_9,0.4714,0.4214,0.7,0.5385,0.6087,-0.1823,0.4706
0_Mean,0.624,0.5799,0.6936,0.6458,0.6662,0.1616,0.5993
0_SD,0.1445,0.1187,0.1236,0.1067,0.106,0.2421,0.1154
Mean,0.624,0.5798,0.6936,0.6459,0.6662,0.1616,0.5994
SD,0.1445,0.1187,0.1236,0.1067,0.106,0.2421,0.1154
