,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7554,0.1542,0.7364,0.5625,0.2045,,0.3,0.2959,0.8966,18,710,70,14
0_1,0.8401,0.2042,0.7443,0.5938,0.1881,,0.2857,0.2881,0.883,19,698,82,13
0_2,0.7228,0.1751,0.6688,0.4375,0.1522,,0.2258,0.2072,0.8818,14,702,78,18
0_3,0.8237,0.2099,0.7167,0.5,0.2353,,0.32,0.3044,0.9163,16,728,52,16
0_4,0.7981,0.2066,0.7064,0.5,0.1905,,0.2759,0.2637,0.8966,16,712,68,16
0_5,0.813,0.2051,0.6988,0.4848,0.1905,,0.2735,0.2578,0.8953,16,711,68,17
0_6,0.8009,0.1338,0.5966,0.2727,0.1268,,0.1731,0.135,0.8941,9,717,62,24
0_7,0.7836,0.157,0.7082,0.5152,0.1809,,0.2677,0.2569,0.8855,17,702,77,16
0_8,0.8509,0.2984,0.7291,0.5455,0.2093,,0.3025,0.294,0.8978,18,711,68,15
0_9,0.833,0.2692,0.759,0.5938,0.2436,,0.3455,0.342,0.9112,19,720,59,13
0_Mean,0.8022,0.2013,0.7064,0.5006,0.1922,,0.277,0.2645,0.8958,16.2,711.1,68.4,16.2
0_SD,0.0397,0.0512,0.0463,0.094,0.0349,,0.0487,0.0579,0.0112,2.973961069759395,9.060905032059434,9.143303560529969,3.190262963734773
Mean,0.8021,0.2014,0.7064,0.5006,0.1922,,0.277,0.2645,0.8958,16.2,711.1,68.4,16.2
SD,0.0397,0.0512,0.0463,0.094,0.0349,,0.0487,0.0579,0.0112,2.974,9.0609,9.1433,3.1903
