,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8123,0.5298,0.8306,0.6667,0.3333,,0.4444,0.4685,0.9932,2,726,4,1
0_1,0.7096,0.3382,0.6619,0.3333,0.125,,0.1818,0.1989,0.9877,1,723,7,2
0_2,0.568,0.0077,0.4925,0.0,0.0,,,-0.0079,0.9809,0,719,11,3
0_3,0.2521,0.0025,0.4925,0.0,0.0,,,-0.0079,0.9809,0,719,11,3
0_4,0.9648,0.3661,0.6598,0.3333,0.0909,,0.1429,0.1678,0.9836,1,720,10,2
0_5,0.8989,0.0212,0.4945,0.0,0.0,,,-0.0067,0.985,0,722,8,3
0_6,0.9849,0.4672,0.8306,0.6667,0.3333,,0.4444,0.4685,0.9932,2,726,4,1
0_7,0.8909,0.4257,0.666,0.3333,0.5,,0.4,0.4063,0.9959,1,729,1,2
0_8,0.8696,0.0476,0.6612,0.3333,0.1111,,0.1667,0.1869,0.9864,1,722,8,2
0_9,0.8284,0.2417,0.6209,0.25,0.1429,,0.1818,0.1831,0.9877,1,723,6,3
0_Mean,0.778,0.2448,0.641,0.2917,0.1637,,0.2803,0.2058,0.9874,0.9,722.9,7.0,2.2
0_SD,0.2218,0.2084,0.1246,0.2461,0.1703,,0.1411,0.1877,0.0052,0.7378647873726218,3.2812599206199238,3.2998316455372216,0.7888106377466155
Mean,0.778,0.2448,0.641,0.2917,0.1636,,0.2803,0.2058,0.9875,0.9,722.9,7.0,2.2
SD,0.2217,0.2083,0.1246,0.2461,0.1703,,0.1411,0.1877,0.0052,0.7379,3.2813,3.2998,0.7888
