,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7456,0.2299,0.692,0.4286,0.2045,,0.2769,0.2693,0.9418,9,752,35,12
0_1,0.7164,0.1922,0.6933,0.4286,0.2143,,0.2857,0.2771,0.9443,9,754,33,12
0_2,0.7548,0.1049,0.6174,0.2857,0.1304,,0.1791,0.1613,0.9319,6,747,40,15
0_3,0.5758,0.0858,0.6058,0.2727,0.1111,,0.1579,0.1379,0.9208,6,738,48,16
0_4,0.6111,0.1436,0.618,0.2857,0.1333,,0.1818,0.1638,0.9331,6,747,39,15
0_5,0.6087,0.0784,0.5847,0.2381,0.0847,,0.125,0.1036,0.9133,5,732,54,16
0_6,0.7165,0.0829,0.6123,0.2857,0.1111,,0.16,0.1431,0.9219,6,738,48,15
0_7,0.7268,0.2066,0.7346,0.5238,0.2037,,0.2933,0.2989,0.9343,11,743,43,10
0_8,0.7373,0.2023,0.5834,0.2381,0.082,,0.122,0.1005,0.9108,5,730,56,16
0_9,0.6857,0.1744,0.6361,0.3333,0.1273,,0.1842,0.172,0.9232,7,738,48,14
0_Mean,0.6879,0.1501,0.6378,0.332,0.1403,,0.1966,0.1828,0.9275,7.0,741.9,44.4,14.1
0_SD,0.0651,0.0582,0.0513,0.096,0.0496,,0.0649,0.0726,0.0114,2.0,8.075339690137566,7.7056977476266075,2.0789954839350235
Mean,0.6879,0.1501,0.6378,0.332,0.1402,,0.1966,0.1828,0.9275,7.0,741.9,44.4,14.1
SD,0.0651,0.0582,0.0513,0.0961,0.0496,,0.0649,0.0726,0.0113,2.0,8.0753,7.7057,2.079
