,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6891,0.2225,0.6428,0.5143,0.1935,,0.2812,0.1931,0.7466,36,506,150,34
0_1,0.6198,0.1327,0.5722,0.4143,0.1408,,0.2101,0.0946,0.6997,29,479,177,41
0_2,0.6789,0.1804,0.6091,0.4286,0.1786,,0.2521,0.1527,0.7548,30,518,138,40
0_3,0.7161,0.2135,0.6418,0.5,0.1977,,0.2834,0.1949,0.7562,35,514,142,35
0_4,0.6916,0.2229,0.6193,0.4429,0.1879,,0.2638,0.168,0.7617,31,522,134,39
0_5,0.6543,0.2106,0.6545,0.5072,0.2121,,0.2991,0.2163,0.7738,35,526,130,34
0_6,0.697,0.1949,0.616,0.4348,0.184,,0.2586,0.1631,0.7628,30,523,133,39
0_7,0.6532,0.1692,0.6003,0.4571,0.16,,0.237,0.1326,0.7159,32,487,168,38
0_8,0.703,0.2386,0.6517,0.6286,0.1712,,0.2691,0.1873,0.6703,44,442,213,26
0_9,0.7169,0.2089,0.6342,0.5143,0.1827,,0.2697,0.1783,0.731,36,494,161,34
0_Mean,0.682,0.1994,0.6242,0.4842,0.1809,,0.2624,0.1681,0.7373,33.8,501.1,154.6,36.0
0_SD,0.031,0.0312,0.0259,0.0635,0.0201,,0.0253,0.0351,0.0329,4.4671641514002545,26.337341467117664,26.000854686806825,4.422166387140534
Mean,0.682,0.1994,0.6242,0.4842,0.1808,,0.2624,0.1681,0.7373,33.8,501.1,154.6,36.0
SD,0.031,0.0312,0.0259,0.0635,0.0201,,0.0253,0.0351,0.0329,4.4672,26.3373,26.0009,4.4222
