,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7985,0.6056,0.7958,0.6154,0.2963,,0.4,0.4141,0.9704,8,779,19,5
0_1,0.8758,0.6662,0.8418,0.6923,0.5625,,0.6207,0.6173,0.9864,9,791,7,4
0_2,0.9,0.6622,0.8746,0.7692,0.3846,,0.5128,0.5341,0.9766,10,782,16,3
0_3,0.8584,0.7568,0.8681,0.75,0.45,,0.5625,0.5732,0.9827,9,787,11,3
0_4,0.6684,0.4807,0.7419,0.5,0.3158,,0.3871,0.3861,0.9765,6,785,13,6
0_5,0.9396,0.7423,0.879,0.7692,0.5263,,0.625,0.6293,0.9852,10,788,9,3
0_6,0.824,0.3959,0.838,0.6923,0.4091,,0.5143,0.5226,0.979,9,784,13,4
0_7,0.7993,0.4915,0.7264,0.4615,0.4615,,0.4615,0.4528,0.9827,6,790,7,7
0_8,0.706,0.603,0.7995,0.6154,0.381,,0.4706,0.4737,0.9778,8,784,13,5
0_9,0.7428,0.5549,0.8405,0.6923,0.5,,0.5806,0.5806,0.984,9,788,9,4
0_Mean,0.8113,0.5959,0.8205,0.6558,0.4287,,0.5135,0.5184,0.9801,8.4,785.8,11.7,4.4
0_SD,0.0865,0.1167,0.0536,0.1074,0.0875,,0.0845,0.0843,0.0049,1.429840705968481,3.7058512292499457,3.8887301554906353,1.3498971154211057
Mean,0.8113,0.5959,0.8206,0.6558,0.4287,,0.5135,0.5184,0.9801,8.4,785.8,11.7,4.4
SD,0.0865,0.1167,0.0536,0.1074,0.0875,,0.0845,0.0843,0.0049,1.4298,3.7059,3.8887,1.3499
