,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.675,0.7752,0.5625,0.5,0.625,,0.5556,0.125,0.5556,5,5,3,5
0_1,0.5375,0.5228,0.5625,0.5,0.625,,0.5556,0.125,0.5556,5,5,3,5
0_2,0.5065,0.731,0.487,0.5455,0.6,,0.5714,-0.0255,0.5,6,3,4,5
0_3,0.6883,0.799,0.6948,0.8182,0.75,,0.7826,0.4029,0.7222,9,4,3,2
0_4,0.9429,0.9654,0.8786,0.9,0.9,,0.9,0.7571,0.8824,9,6,1,1
0_5,0.7714,0.7044,0.7286,0.6,0.8571,,0.7059,0.4571,0.7059,6,6,1,4
0_6,0.6214,0.6108,0.5214,0.9,0.6,,0.72,0.0655,0.5882,9,1,6,1
0_7,0.5714,0.7283,0.4929,0.7,0.5833,,0.6364,-0.0154,0.5294,7,2,5,3
0_8,0.7,0.744,0.6357,0.7,0.7,,0.7,0.2714,0.6471,7,4,3,3
0_9,0.5714,0.584,0.4929,0.7,0.5833,,0.6364,-0.0154,0.5294,7,2,5,3
0_Mean,0.6586,0.7165,0.6057,0.6864,0.6824,,0.6764,0.2148,0.6216,7.0,3.8,3.4,3.2
0_SD,0.1294,0.1246,0.1286,0.1513,0.1167,,0.1096,0.2568,0.119,1.5634719199411433,1.7511900715418263,1.6465452046971292,1.5491933384829668
Mean,0.6586,0.7165,0.6057,0.6864,0.6824,,0.6764,0.2148,0.6216,7.0,3.8,3.4,3.2
SD,0.1294,0.1246,0.1286,0.1513,0.1167,,0.1096,0.2568,0.119,1.5635,1.7512,1.6465,1.5492
