,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8219,0.4569,0.7765,0.5882,0.2632,,0.3636,0.3749,0.9569,10,767,28,7
0_1,0.6698,0.2739,0.6589,0.3529,0.1765,,0.2353,0.2271,0.952,6,767,28,11
0_2,0.7007,0.2158,0.6626,0.3529,0.2143,,0.2667,0.2552,0.9594,6,773,22,11
0_3,0.7248,0.3679,0.733,0.5,0.2286,,0.3137,0.3189,0.9568,8,768,27,8
0_4,0.8943,0.4785,0.799,0.6471,0.22,,0.3284,0.3561,0.9445,11,755,39,6
0_5,0.7684,0.1976,0.7196,0.4706,0.2424,,0.32,0.3184,0.9581,8,769,25,9
0_6,0.836,0.4237,0.7214,0.4706,0.2667,,0.3404,0.3362,0.9618,8,772,22,9
0_7,0.7614,0.2757,0.7164,0.4706,0.2105,,0.2909,0.2934,0.9519,8,764,30,9
0_8,0.8376,0.4007,0.7765,0.5882,0.2632,,0.3636,0.3748,0.9568,10,766,28,7
0_9,0.7446,0.4187,0.7752,0.5882,0.25,,0.3509,0.3642,0.9544,10,764,30,7
0_Mean,0.7759,0.3509,0.7339,0.5029,0.2335,,0.3174,0.3219,0.9553,8.5,766.5,27.9,8.4
0_SD,0.0702,0.1019,0.0482,0.1004,0.029,,0.0423,0.0506,0.0049,1.7159383568311668,5.01663898109747,4.840798832148815,1.7126976771553504
Mean,0.776,0.3509,0.7339,0.5029,0.2335,,0.3173,0.3219,0.9553,8.5,766.5,27.9,8.4
SD,0.0702,0.1019,0.0482,0.1004,0.029,,0.0423,0.0506,0.0049,1.7159,5.0166,4.8408,1.7127
