,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7114,0.2561,0.6774,0.3889,0.2059,,0.2692,0.2608,0.9531,7,766,27,11
0_1,0.7532,0.4168,0.7705,0.5789,0.2683,,0.3667,0.3736,0.9531,11,762,30,8
0_2,0.8002,0.4587,0.8051,0.6316,0.4138,,0.5,0.497,0.9704,12,775,17,7
0_3,0.7873,0.3667,0.7518,0.5263,0.3571,,0.4255,0.4172,0.9667,10,774,18,9
0_4,0.8129,0.5768,0.8057,0.6316,0.4286,,0.5106,0.5065,0.9716,12,776,16,7
0_5,0.8589,0.3882,0.7576,0.5556,0.2381,,0.3333,0.3425,0.9506,10,760,32,8
0_6,0.8753,0.451,0.7645,0.5556,0.3226,,0.4082,0.4065,0.9642,10,771,21,8
0_7,0.8315,0.4313,0.7342,0.5,0.2647,,0.3462,0.3443,0.958,9,767,25,9
0_8,0.7987,0.336,0.7045,0.4444,0.2222,,0.2963,0.2926,0.9531,8,764,28,10
0_9,0.7455,0.3052,0.709,0.4444,0.2759,,0.3404,0.3316,0.9617,8,771,21,10
0_Mean,0.7975,0.3987,0.748,0.5257,0.2997,,0.3796,0.3773,0.9603,9.7,768.6,23.5,8.7
0_SD,0.051,0.0904,0.0422,0.0814,0.0781,,0.0807,0.0807,0.0078,1.7029386365926402,5.621387729022079,5.681353516353104,1.3374935098492586
Mean,0.7975,0.3987,0.748,0.5257,0.2997,,0.3796,0.3773,0.9602,9.7,768.6,23.5,8.7
SD,0.051,0.0904,0.0422,0.0814,0.0781,,0.0807,0.0807,0.0078,1.7029,5.6214,5.6814,1.3375
