,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7409,0.1635,0.6743,0.3636,0.25,,0.2963,0.29,0.9766,4,790,12,7
0_1,0.8757,0.3456,0.7671,0.5455,0.4,,0.4615,0.4586,0.9828,6,793,9,5
0_2,0.8175,0.1725,0.6888,0.4,0.1818,,0.25,0.2565,0.9704,4,784,18,6
0_3,0.5751,0.0489,0.5913,0.2,0.125,,0.1538,0.1449,0.9729,2,788,14,8
0_4,0.7305,0.3387,0.7444,0.5,0.3571,,0.4167,0.4141,0.9828,5,793,9,5
0_5,0.6711,0.3201,0.6913,0.4,0.2222,,0.2857,0.2866,0.9754,4,788,14,6
0_6,0.8954,0.3895,0.6931,0.4,0.2667,,0.32,0.3164,0.9791,4,791,11,6
0_7,0.7256,0.1734,0.6295,0.2727,0.2143,,0.24,0.23,0.9766,3,790,11,8
0_8,0.7671,0.1292,0.7179,0.4545,0.25,,0.3226,0.325,0.9741,5,786,15,6
0_9,0.6401,0.0561,0.533,0.0909,0.0476,,0.0625,0.048,0.9631,1,781,20,10
0_Mean,0.7439,0.2137,0.6731,0.3627,0.2315,,0.2809,0.277,0.9754,3.8,788.4,13.3,6.7
0_SD,0.1008,0.1248,0.0708,0.1388,0.1023,,0.116,0.1195,0.0059,1.4757295747452437,3.8643671323171835,3.653004851412662,1.5670212364724212
Mean,0.7439,0.2137,0.6731,0.3627,0.2315,,0.2809,0.277,0.9754,3.8,788.4,13.3,6.7
SD,0.1008,0.1248,0.0708,0.1388,0.1023,,0.116,0.1194,0.0059,1.4757,3.8644,3.653,1.567
