,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7954,0.1445,0.69,0.4,0.2,,0.2667,0.2704,0.9729,4,786,16,6
0_1,0.8006,0.1261,0.64,0.3,0.1579,,0.2069,0.2043,0.9717,3,786,16,7
0_2,0.8928,0.2642,0.6869,0.4,0.16,,0.2286,0.2387,0.9667,4,781,21,6
0_3,0.6774,0.1244,0.5382,0.1,0.05,,0.0667,0.0543,0.9655,1,783,19,9
0_4,0.9016,0.3193,0.6731,0.3636,0.2222,,0.2759,0.2718,0.9741,4,787,14,7
0_5,0.8264,0.2166,0.7148,0.4545,0.2,,0.2778,0.2875,0.968,5,781,20,6
0_6,0.7241,0.1838,0.7123,0.4545,0.1724,,0.25,0.2645,0.9631,5,777,24,6
0_7,0.8443,0.0929,0.6214,0.2727,0.1111,,0.1579,0.1565,0.9606,3,777,24,8
0_8,0.8254,0.3771,0.6693,0.3636,0.1667,,0.2286,0.2312,0.9667,4,781,20,7
0_9,0.7297,0.1805,0.6413,0.3,0.1765,,0.2222,0.2176,0.9741,3,787,14,7
0_Mean,0.8018,0.2029,0.6587,0.3409,0.1617,,0.2181,0.2197,0.9683,3.6,782.6,18.8,6.9
0_SD,0.073,0.0921,0.0524,0.1053,0.0495,,0.0643,0.0699,0.0047,1.1737877907772674,3.8355066303046734,3.7058512292499457,0.9944289260117531
Mean,0.8018,0.2029,0.6587,0.3409,0.1617,,0.2181,0.2197,0.9683,3.6,782.6,18.8,6.9
SD,0.073,0.0921,0.0524,0.1053,0.0494,,0.0643,0.0699,0.0047,1.1738,3.8355,3.7059,0.9944
