,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4654,0.4654,0.0,0.0,,-0.0362,0.9144
0_1,0.5486,0.5486,0.1538,0.0465,0.0714,0.0546,0.9293
0_2,0.4654,0.4654,0.0,0.0,,-0.0362,0.9144
0_3,0.578,0.578,0.2308,0.0526,0.0857,0.0769,0.913
0_4,0.5815,0.5815,0.2308,0.0577,0.0923,0.0838,0.9198
0_5,0.5863,0.5863,0.25,0.0508,0.0845,0.0805,0.9116
0_6,0.5863,0.5863,0.25,0.0508,0.0845,0.0805,0.9116
0_7,0.5773,0.5773,0.2308,0.0517,0.0845,0.0756,0.9116
0_8,0.5004,0.5004,0.0769,0.0179,0.029,0.0004,0.9088
0_9,0.5437,0.5437,0.1538,0.04,0.0635,0.0457,0.9197
0_Mean,0.5433,0.5433,0.1577,0.0368,0.0744,0.0425,0.9154
0_SD,0.0489,0.0489,0.0996,0.0223,0.0205,0.0485,0.006
Mean,0.5433,0.5433,0.1577,0.0368,0.0744,0.0426,0.9154
SD,0.0489,0.0489,0.0996,0.0223,0.0205,0.0485,0.006
