,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4952,0.4952,0.0,0.0,,-0.0063,0.9864
0_1,0.498,0.498,0.0,0.0,,-0.0041,0.9918
0_2,0.4966,0.4966,0.0,0.0,,-0.0053,0.9891
0_3,0.4959,0.4959,0.0,0.0,,-0.0058,0.9878
0_4,0.4973,0.4973,0.0,0.0,,-0.0047,0.9905
0_5,0.4952,0.4952,0.0,0.0,,-0.0072,0.9851
0_6,0.4986,0.4986,0.0,0.0,,-0.0039,0.9918
0_7,0.6646,0.6646,0.3333,0.25,0.2857,0.2853,0.9932
0_8,0.4993,0.4993,0.0,0.0,,-0.0024,0.9946
0_9,0.6639,0.6639,0.3333,0.2,0.25,0.2543,0.9918
0_Mean,0.5305,0.5305,0.0667,0.045,0.2679,0.05,0.9902
0_SD,0.0705,0.0705,0.1405,0.0956,0.0253,0.1161,0.0031
Mean,0.5305,0.5305,0.0667,0.045,0.2679,0.05,0.9902
SD,0.0705,0.0705,0.1405,0.0956,0.0252,0.1161,0.003
