,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4705,0.4746,0.4898,0.055,0.099,-0.0243,0.4612
0_1,0.5167,0.518,0.5714,0.0642,0.1155,0.0172,0.471
0_2,0.5027,0.4984,0.5833,0.0589,0.1071,-0.0016,0.4235
0_3,0.4973,0.5011,0.5417,0.0595,0.1072,0.0011,0.4654
0_4,0.4306,0.4366,0.4375,0.0466,0.0842,-0.0603,0.4358
0_5,0.5345,0.5253,0.5833,0.0645,0.1162,0.0239,0.4741
0_6,0.5475,0.5468,0.625,0.069,0.1242,0.0443,0.4778
0_7,0.5226,0.5183,0.5714,0.0644,0.1157,0.0175,0.4716
0_8,0.522,0.5206,0.551,0.0651,0.1164,0.0196,0.4938
0_9,0.4945,0.4923,0.551,0.059,0.1065,-0.0074,0.4407
0_Mean,0.5039,0.5032,0.5506,0.0606,0.1092,0.003,0.4615
0_SD,0.0338,0.0308,0.0528,0.0064,0.0113,0.0293,0.0216
Mean,0.5039,0.5032,0.5505,0.0606,0.1092,0.003,0.4615
SD,0.0338,0.0308,0.0528,0.0064,0.0113,0.0293,0.0216
