,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4966,0.4966,0.0,0.0,,-0.0053,0.9891
0_1,0.6653,0.6653,0.3333,0.3333,0.3333,0.3306,0.9946
0_2,0.8299,0.8299,0.6667,0.2857,0.4,0.4332,0.9918
0_3,0.4966,0.4966,0.0,0.0,,-0.0053,0.9891
0_4,0.6243,0.6243,0.25,0.5,0.3333,0.3511,0.9946
0_5,0.6216,0.6216,0.25,0.1667,0.2,0.1988,0.9891
0_6,0.748,0.748,0.5,0.4,0.4444,0.4439,0.9932
0_7,0.4986,0.4986,0.0,0.0,,-0.0033,0.9932
0_8,0.6653,0.6653,0.3333,0.3333,0.3333,0.3306,0.9946
0_9,0.6639,0.6639,0.3333,0.2,0.25,0.2543,0.9918
0_Mean,0.631,0.631,0.2667,0.2219,0.3278,0.2329,0.9921
0_SD,0.1108,0.1108,0.2215,0.1793,0.083,0.1791,0.0023
Mean,0.631,0.631,0.2667,0.2219,0.3278,0.2329,0.9921
SD,0.1108,0.1108,0.2215,0.1793,0.083,0.1791,0.0023
