,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5606,0.5606,0.2105,0.0533,0.0851,0.0632,0.8942
0_1,0.6601,0.6601,0.4211,0.0909,0.1495,0.1558,0.8881
0_2,0.6513,0.6513,0.4211,0.0784,0.1322,0.138,0.8708
0_3,0.5743,0.5743,0.2632,0.0521,0.087,0.0695,0.8708
0_4,0.6157,0.6157,0.3333,0.069,0.1143,0.1101,0.8855
0_5,0.5658,0.5658,0.2222,0.0526,0.0851,0.0665,0.8941
0_6,0.5601,0.5601,0.2222,0.0471,0.0777,0.0578,0.883
0_7,0.5405,0.5405,0.1667,0.0423,0.0674,0.0422,0.8978
0_8,0.591,0.591,0.2778,0.0617,0.101,0.0894,0.8904
0_9,0.6378,0.6378,0.3889,0.0722,0.1217,0.1251,0.8756
0_Mean,0.5957,0.5957,0.2927,0.062,0.1021,0.0918,0.885
0_SD,0.0426,0.0426,0.0928,0.0154,0.0265,0.0384,0.0098
Mean,0.5957,0.5957,0.2927,0.062,0.1021,0.0918,0.885
SD,0.0426,0.0426,0.0928,0.0154,0.0264,0.0384,0.0098
