,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6667,0.6667,1.0,0.6667,0.8,0.4714,0.7143
0_1,0.7708,0.7708,0.875,0.7778,0.8235,0.5594,0.7857
0_2,0.5625,0.5625,0.625,0.625,0.625,0.125,0.5714
0_3,0.9271,0.8125,0.625,1.0,0.7692,0.6455,0.7857
0_4,0.5625,0.5625,0.625,0.625,0.625,0.125,0.5714
0_5,0.625,0.625,0.75,0.6667,0.7059,0.2582,0.6429
0_6,0.4062,0.3958,0.625,0.5,0.5556,-0.2282,0.4286
0_7,0.4479,0.4792,0.625,0.5556,0.5882,-0.043,0.5
0_8,0.2778,0.3667,0.3333,0.5,0.4,-0.2582,0.3571
0_9,0.45,0.45,0.5,0.5714,0.5333,-0.0976,0.4615
0_Mean,0.5697,0.5692,0.6583,0.6488,0.6426,0.1557,0.5819
0_SD,0.1891,0.1513,0.1851,0.1493,0.1331,0.3227,0.149
Mean,0.5696,0.5692,0.6583,0.6488,0.6426,0.1558,0.5819
SD,0.1891,0.1513,0.1851,0.1493,0.1331,0.3227,0.149
