,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6303,0.6303,0.4211,0.0593,0.1039,0.1059,0.8298
0_1,0.6148,0.6148,0.3684,0.0598,0.1029,0.0988,0.8496
0_2,0.5327,0.5327,0.2105,0.0336,0.058,0.0279,0.8397
0_3,0.5647,0.5647,0.2632,0.045,0.0769,0.0569,0.852
0_4,0.5434,0.5434,0.2105,0.0392,0.0661,0.0396,0.8607
0_5,0.5158,0.5158,0.1579,0.0291,0.0492,0.0144,0.857
0_6,0.5849,0.5849,0.3,0.055,0.093,0.0772,0.8557
0_7,0.4964,0.4964,0.1053,0.022,0.0364,-0.0035,0.8691
0_8,0.5183,0.5183,0.1579,0.0303,0.0508,0.0169,0.8617
0_9,0.5469,0.5469,0.2632,0.036,0.0633,0.0376,0.8173
0_Mean,0.5548,0.5548,0.2458,0.0409,0.0701,0.0472,0.8493
0_SD,0.0438,0.0438,0.0983,0.0133,0.0234,0.0368,0.0159
Mean,0.5548,0.5548,0.2458,0.0409,0.07,0.0472,0.8493
SD,0.0438,0.0438,0.0983,0.0133,0.0234,0.0368,0.0159
