,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5124,0.5124,0.2174,0.0318,0.0556,0.0104,0.7906
0_1,0.5423,0.5423,0.2609,0.0414,0.0714,0.0367,0.8079
0_2,0.4983,0.4983,0.1667,0.029,0.0494,-0.0015,0.8103
0_3,0.516,0.516,0.2083,0.0347,0.0595,0.0142,0.8054
0_4,0.5747,0.5747,0.3333,0.0523,0.0904,0.0647,0.8017
0_5,0.5243,0.5243,0.2174,0.0362,0.0621,0.0215,0.8138
0_6,0.4846,0.4846,0.1304,0.0231,0.0392,-0.0139,0.8187
0_7,0.6241,0.6241,0.4348,0.0637,0.1111,0.1043,0.8027
0_8,0.5218,0.5218,0.2174,0.0352,0.0606,0.019,0.8089
0_9,0.5792,0.5792,0.3043,0.0574,0.0966,0.0736,0.8385
0_Mean,0.5378,0.5378,0.2491,0.0405,0.0696,0.0329,0.8099
0_SD,0.0428,0.0428,0.0884,0.0131,0.0227,0.037,0.0126
Mean,0.5378,0.5378,0.2491,0.0405,0.0696,0.0329,0.8098
SD,0.0428,0.0428,0.0884,0.0131,0.0227,0.037,0.0126
