,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5398,0.5398,0.125,0.0294,0.0476,0.0393,0.9456
0_1,0.6037,0.6037,0.25,0.0606,0.0976,0.1039,0.9497
0_2,0.4787,0.4787,0.0,0.0,,-0.022,0.9469
0_3,0.5918,0.5918,0.2222,0.0667,0.1026,0.1021,0.9524
0_4,0.5925,0.5925,0.2222,0.069,0.1053,0.1045,0.9537
0_5,0.5376,0.5376,0.1111,0.037,0.0556,0.044,0.9537
0_6,0.5432,0.5432,0.125,0.0345,0.0541,0.0461,0.9523
0_7,0.4828,0.4828,0.0,0.0,,-0.0197,0.955
0_8,0.5988,0.5988,0.25,0.05,0.0833,0.0904,0.9401
0_9,0.603,0.603,0.25,0.0588,0.0952,0.1017,0.9482
0_Mean,0.5572,0.5572,0.1556,0.0406,0.0801,0.059,0.9498
0_SD,0.0483,0.0483,0.0988,0.0253,0.024,0.0498,0.0047
Mean,0.5572,0.5572,0.1556,0.0406,0.0802,0.059,0.9498
SD,0.0483,0.0483,0.0988,0.0253,0.024,0.0498,0.0046
