,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5487,0.5487,0.1111,0.0909,0.1,0.0882,0.9755
0_1,0.5439,0.5439,0.125,0.0357,0.0556,0.0476,0.9537
0_2,0.5439,0.5439,0.125,0.0357,0.0556,0.0476,0.9537
0_3,0.5536,0.5536,0.125,0.0714,0.0909,0.0813,0.9728
0_4,0.6099,0.6099,0.25,0.0833,0.125,0.1283,0.9619
0_5,0.6758,0.6758,0.375,0.15,0.2143,0.2242,0.9701
0_6,0.6112,0.6112,0.25,0.0909,0.1333,0.1355,0.9646
0_7,0.4828,0.4828,0.0,0.0,,-0.0197,0.9551
0_8,0.5487,0.5487,0.125,0.0476,0.069,0.0607,0.9633
0_9,0.4883,0.4883,0.0,0.0,,-0.0161,0.966
0_Mean,0.5607,0.5607,0.1486,0.0606,0.1055,0.0778,0.9637
0_SD,0.0581,0.0581,0.1153,0.0462,0.0529,0.0729,0.0078
Mean,0.5607,0.5607,0.1486,0.0605,0.1055,0.0778,0.9637
SD,0.0581,0.0581,0.1153,0.0462,0.0528,0.0729,0.0078
