,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4918,0.4918,0.0,0.0,,-0.0082,0.9796
0_1,0.6619,0.6619,0.3333,0.125,0.1818,0.1989,0.9878
0_2,0.4966,0.4966,0.0,0.0,,-0.0053,0.9891
0_3,0.6639,0.6639,0.3333,0.2,0.25,0.2543,0.9918
0_4,0.4959,0.4959,0.0,0.0,,-0.0067,0.9864
0_5,0.6632,0.6632,0.3333,0.1667,0.2222,0.2313,0.9905
0_6,0.4952,0.4952,0.0,0.0,,-0.0063,0.9864
0_7,0.6598,0.6598,0.3333,0.0909,0.1429,0.1679,0.9837
0_8,0.4925,0.4925,0.0,0.0,,-0.0079,0.9809
0_9,0.6626,0.6626,0.3333,0.1429,0.2,0.2134,0.9891
0_Mean,0.5783,0.5783,0.1667,0.0725,0.1994,0.1031,0.9865
0_SD,0.0885,0.0885,0.1757,0.0813,0.0406,0.118,0.004
Mean,0.5783,0.5783,0.1666,0.0726,0.1994,0.1031,0.9865
SD,0.0885,0.0885,0.1757,0.0813,0.0406,0.118,0.004
