,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5532,0.5532,0.3333,0.0376,0.0676,0.0402,0.7617
0_1,0.4995,0.4995,0.1905,0.0258,0.0455,-0.0004,0.7926
0_2,0.528,0.528,0.2273,0.0357,0.0617,0.0241,0.8123
0_3,0.5163,0.5163,0.2381,0.0299,0.0532,0.0128,0.78
0_4,0.5991,0.5991,0.381,0.0526,0.0925,0.0807,0.8059
0_5,0.522,0.522,0.2381,0.0316,0.0559,0.0176,0.7911
0_6,0.5645,0.5645,0.3333,0.0417,0.0741,0.0506,0.7837
0_7,0.6175,0.6175,0.4762,0.05,0.0905,0.0866,0.7515
0_8,0.4807,0.4807,0.1429,0.0205,0.0359,-0.016,0.801
0_9,0.5559,0.5559,0.2857,0.042,0.0732,0.0466,0.8121
0_Mean,0.5437,0.5437,0.2846,0.0368,0.065,0.0343,0.7892
0_SD,0.0429,0.0429,0.0985,0.0102,0.0183,0.0332,0.0205
Mean,0.5437,0.5437,0.2846,0.0367,0.065,0.0343,0.7892
SD,0.0429,0.0429,0.0985,0.0102,0.0183,0.0332,0.0205
