,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7377,0.7384,0.5,0.0556,0.1,0.1607,0.9755
0_1,0.7101,0.4816,0.0,0.0,,-0.0102,0.9606
0_2,0.4891,0.4918,0.0,0.0,,-0.0067,0.981
0_3,0.9911,0.983,1.0,0.0741,0.1379,0.2675,0.966
0_4,0.4789,0.4864,0.0,0.0,,-0.0087,0.9701
0_5,0.7258,0.735,0.5,0.0435,0.08,0.1406,0.9688
0_6,0.4768,0.4871,0.0,0.0,,-0.0085,0.9715
0_7,0.9925,0.983,1.0,0.0385,0.0741,0.1927,0.966
0_8,0.9952,0.9864,1.0,0.0476,0.0909,0.2152,0.9728
0_9,0.9775,0.983,1.0,0.0385,0.0741,0.1927,0.966
0_Mean,0.7575,0.7356,0.5,0.0298,0.0928,0.1135,0.9698
0_SD,0.2228,0.2344,0.4714,0.0275,0.0243,0.1101,0.0058
Mean,0.7575,0.7356,0.5,0.0298,0.0928,0.1135,0.9698
SD,0.2228,0.2344,0.4714,0.0276,0.0243,0.1101,0.0058
