,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7621,0.7298,0.5455,0.08,0.1395,0.1834,0.9091
0_1,0.7012,0.7126,0.5,0.0769,0.1333,0.1728,0.92
0_2,0.9196,0.8608,0.8,0.1127,0.1975,0.2817,0.92
0_3,0.7762,0.7045,0.5,0.0641,0.1136,0.1531,0.9041
0_4,0.8573,0.8095,0.7,0.0972,0.1707,0.2402,0.9164
0_5,0.6884,0.6601,0.4,0.0588,0.1026,0.1275,0.9139
0_6,0.8637,0.8156,0.7273,0.0941,0.1667,0.2384,0.9016
0_7,0.798,0.6843,0.4545,0.0676,0.1176,0.148,0.9077
0_8,0.6141,0.6363,0.3636,0.0519,0.0909,0.1076,0.9016
0_9,0.8236,0.8131,0.7273,0.0899,0.16,0.2317,0.8967
0_Mean,0.7804,0.7427,0.5718,0.0793,0.1393,0.1884,0.9091
0_SD,0.0926,0.0766,0.1544,0.0192,0.034,0.0569,0.0082
Mean,0.7804,0.7427,0.5718,0.0793,0.1392,0.1884,0.9091
SD,0.0926,0.0766,0.1544,0.0192,0.034,0.0569,0.0082
