,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.692,0.6448,0.6522,0.0498,0.0926,0.0995,0.6379
0_1,0.7169,0.6909,0.7391,0.0569,0.1056,0.1313,0.6453
0_2,0.5876,0.5858,0.4583,0.0464,0.0843,0.0639,0.7057
0_3,0.5903,0.5761,0.5,0.042,0.0774,0.054,0.6478
0_4,0.6585,0.6191,0.5833,0.049,0.0903,0.0844,0.6527
0_5,0.7188,0.6568,0.6957,0.0505,0.0941,0.1067,0.6202
0_6,0.6047,0.606,0.5217,0.0469,0.086,0.0758,0.6856
0_7,0.6659,0.5921,0.5217,0.0432,0.0797,0.0644,0.6584
0_8,0.7371,0.6414,0.6522,0.049,0.0912,0.0969,0.6313
0_9,0.6472,0.6478,0.6522,0.0507,0.094,0.1019,0.6436
0_Mean,0.6619,0.6261,0.5976,0.0484,0.0895,0.0879,0.6529
0_SD,0.0547,0.0364,0.0938,0.0042,0.0081,0.0238,0.0254
Mean,0.6619,0.6261,0.5976,0.0484,0.0895,0.0879,0.6528
SD,0.0548,0.0364,0.0938,0.0042,0.0081,0.0238,0.0254
