,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.591,0.5637,0.475,0.0662,0.1162,0.0577,0.6436
0_1,0.6981,0.6697,0.7,0.0915,0.1618,0.1516,0.6424
0_2,0.6716,0.6335,0.625,0.0831,0.1466,0.1197,0.6412
0_3,0.6337,0.6197,0.6,0.0795,0.1404,0.1072,0.6375
0_4,0.6481,0.6275,0.6,0.0828,0.1455,0.1152,0.6523
0_5,0.6656,0.6508,0.6341,0.0922,0.161,0.1388,0.6658
0_6,0.6444,0.6232,0.5854,0.0842,0.1472,0.1131,0.6572
0_7,0.7356,0.7103,0.6829,0.1217,0.2066,0.2044,0.7349
0_8,0.7117,0.6891,0.725,0.098,0.1726,0.1702,0.6568
0_9,0.7135,0.6846,0.725,0.0957,0.1691,0.1653,0.6481
0_Mean,0.6713,0.6472,0.6352,0.0895,0.1567,0.1343,0.658
0_SD,0.044,0.0429,0.077,0.0146,0.024,0.041,0.0284
Mean,0.6713,0.6472,0.6352,0.0895,0.1567,0.1343,0.658
SD,0.044,0.0429,0.077,0.0146,0.024,0.041,0.0284
