,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7486,0.7139,0.6774,0.0972,0.17,0.1855,0.7475
0_1,0.65,0.6043,0.4839,0.0652,0.1149,0.0887,0.7155
0_2,0.6798,0.6346,0.5484,0.0723,0.1278,0.1138,0.7143
0_3,0.7406,0.7132,0.6774,0.0968,0.1694,0.1847,0.7463
0_4,0.7356,0.6927,0.6774,0.0843,0.15,0.1602,0.7069
0_5,0.7441,0.7119,0.6774,0.0959,0.168,0.183,0.7438
0_6,0.8031,0.7565,0.7742,0.1053,0.1853,0.2187,0.7401
0_7,0.6192,0.5732,0.3871,0.06,0.1039,0.0651,0.7451
0_8,0.785,0.7333,0.7419,0.0966,0.171,0.1964,0.7254
0_9,0.6875,0.6739,0.6,0.0837,0.1469,0.1487,0.7423
0_Mean,0.7194,0.6808,0.6245,0.0857,0.1507,0.1545,0.7327
0_SD,0.0586,0.059,0.1202,0.0154,0.0272,0.0501,0.0156
Mean,0.7194,0.6808,0.6245,0.0857,0.1507,0.1545,0.7327
SD,0.0586,0.059,0.1201,0.0154,0.0272,0.0501,0.0156
