,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7469,0.7087,0.68,0.0759,0.1365,0.1613,0.7355
0_1,0.7852,0.7423,0.76,0.0805,0.1456,0.1843,0.7257
0_2,0.7422,0.714,0.64,0.0874,0.1538,0.177,0.7835
0_3,0.7685,0.6956,0.64,0.0755,0.135,0.1539,0.7478
0_4,0.7635,0.7093,0.68,0.0762,0.1371,0.162,0.7368
0_5,0.6883,0.6755,0.6154,0.0714,0.128,0.1383,0.7319
0_6,0.7778,0.699,0.68,0.0711,0.1288,0.1508,0.7167
0_7,0.8316,0.7917,0.84,0.0942,0.1694,0.2258,0.7463
0_8,0.8313,0.7672,0.8,0.0873,0.1575,0.2052,0.7365
0_9,0.7758,0.745,0.72,0.0905,0.1607,0.1968,0.7685
0_Mean,0.7711,0.7248,0.7055,0.081,0.1452,0.1755,0.7429
0_SD,0.042,0.0358,0.0737,0.0083,0.0144,0.0275,0.0199
Mean,0.7711,0.7248,0.7055,0.081,0.1452,0.1755,0.7429
SD,0.042,0.0358,0.0737,0.0083,0.0144,0.0275,0.0199
