,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6362,0.6245,0.4737,0.0481,0.0874,0.0894,0.7682
0_1,0.6457,0.615,0.4737,0.0446,0.0814,0.0804,0.7497
0_2,0.6782,0.6489,0.5263,0.0524,0.0952,0.1062,0.7657
0_3,0.6984,0.6902,0.6316,0.0569,0.1043,0.1311,0.746
0_4,0.7024,0.6803,0.5789,0.0598,0.1084,0.1302,0.7768
0_5,0.6021,0.5786,0.4211,0.0369,0.0678,0.0537,0.7287
0_6,0.6805,0.6587,0.55,0.0564,0.1023,0.1152,0.762
0_7,0.7404,0.6298,0.5263,0.0452,0.0833,0.0882,0.7284
0_8,0.7832,0.7258,0.6842,0.066,0.1204,0.1593,0.7654
0_9,0.6521,0.594,0.4737,0.0383,0.0709,0.0627,0.7086
0_Mean,0.6819,0.6446,0.5339,0.0505,0.0921,0.1016,0.75
0_SD,0.0527,0.0454,0.0804,0.0095,0.0169,0.033,0.0219
Mean,0.6819,0.6446,0.5339,0.0505,0.0921,0.1016,0.75
SD,0.0528,0.0454,0.0804,0.0095,0.0169,0.033,0.0219
