,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7783,0.7087,0.619,0.0828,0.1461,0.1697,0.7932
0_1,0.6768,0.659,0.5714,0.0622,0.1121,0.1204,0.7415
0_2,0.7542,0.7073,0.6667,0.0722,0.1302,0.1567,0.7456
0_3,0.6934,0.6639,0.5238,0.0728,0.1279,0.1351,0.7959
0_4,0.7909,0.7059,0.6667,0.0714,0.129,0.1551,0.7429
0_5,0.7879,0.7385,0.6818,0.0932,0.1639,0.1965,0.7918
0_6,0.7283,0.6941,0.6364,0.0733,0.1315,0.1508,0.7483
0_7,0.7982,0.7273,0.6818,0.0847,0.1508,0.1812,0.7701
0_8,0.692,0.6175,0.4762,0.0549,0.0985,0.0907,0.7507
0_9,0.5538,0.5411,0.3333,0.0376,0.0676,0.0315,0.7371
0_Mean,0.7254,0.6763,0.5857,0.0705,0.1258,0.1388,0.7617
0_SD,0.0753,0.0595,0.113,0.0159,0.0276,0.0483,0.0237
Mean,0.7254,0.6763,0.5857,0.0705,0.1258,0.1388,0.7617
SD,0.0753,0.0595,0.113,0.0159,0.0276,0.0483,0.0237
